"500","-250","250","8109","0:00:00.034163"
"500","-500","500","6936","0:00:00.043806"
"500","-1000","1000","5976","0:00:00.050801"
"500","-2000","2000","3145","0:00:00.052503"
"500","-4000","4000","1715","0:00:00.046390"
"500","-16000","16000","425","0:00:00.048570"
